9.200000000000000000e+01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.360000000000000000e+02 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.990000000000000000e+02 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.060000000000000000e+02 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.840000000000000000e+02 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.105000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.109000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.339000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.352000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.512000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.834000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.845000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.889000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.952000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.214000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.232000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.347000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.448000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.465000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.608000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.631000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.661000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.017000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.156000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.180000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.309000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.469000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.605000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.671000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.679000000000000000e+03 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
